inchikey,kegg_id,kegg_drug_id
InChIKey=OBZHEBDUNPOCJG-WBXJDKIVSA-N,,D07615
InChIKey=DVTIFKUGQNCIGH-DFWYDOINSA-M,,D07618
InChIKey=KLOIYEQEVSIOOO-UHFFFAOYSA-N,,D07619
InChIKey=YDSDEBIZUNNPOB-UHFFFAOYSA-N,,D07620
InChIKey=JIRBAUWICKGBFE-MNRDOXJOSA-N,,D07621
InChIKey=VJHCJDRQFCCTHL-UHFFFAOYSA-N,,D07622
InChIKey=NWPJLRSCSQHPJV-UHFFFAOYSA-N,,D07623
InChIKey=UIMOJFJSJSIGLV-JNHMLNOCSA-N,,D07625
InChIKey=JYIKNQVWKBUSNH-OGZDCFRISA-N,,D07626
InChIKey=DYWNLSQWJMTVGJ-DKXTVVGFSA-N,,D07628
InChIKey=RRYMAQUWDLIUPV-BXKDBHETSA-N,,D07629
InChIKey=FMZXNVLFJHCSAF-DNVCBOLYSA-N,,D07634
InChIKey=JAHKOXGROZNHHG-RACYMRPCSA-N,,D07637
InChIKey=HJJRIJDTIPFROI-NVKITGPLSA-N,,D07638
InChIKey=HEFQPCPCINKWQT-UZGREHQISA-N,,D07639
InChIKey=IPYWNMVPZOAFOQ-NABDTECSSA-N,,D07640
InChIKey=HJJDBAOLQAWBMH-YCRCPZNHSA-N,,D07641
InChIKey=JSDXOWVAHXDYCU-VXSYNFHWSA-N,,D07642
InChIKey=XDZKBRJLTGRPSS-BGZQYGJUSA-N,,D07643
InChIKey=QYQDKDWGWDOFFU-IUODEOHRSA-N,,D07648
InChIKey=YWKJNRNSJKEFMK-PQFQYKRASA-N,,D07652
InChIKey=XSPUSVIQHBDITA-RKYNPMAHSA-N,,D07655
InChIKey=DZMVCVMFETWNIU-LDYMZIIASA-N,,D07656
InChIKey=ZBHXIWJRIFEVQY-IHMPYVIRSA-N,,D07657
InChIKey=JOATXPAWOHTVSZ-UHFFFAOYSA-N,,D07660
InChIKey=RLGQACBPNDBWTB-UHFFFAOYSA-N,,D07664
InChIKey=SBNPWPIBESPSIF-MHWMIDJBSA-N,,D07665
InChIKey=NEUSVAOJNUQRTM-UHFFFAOYSA-N,,D07666
InChIKey=WUTYZMFRCNBCHQ-PSASIEDQSA-N,,D07667
InChIKey=VUHJZBBCZGVNDZ-TTYLFXKOSA-N,,D07670
InChIKey=WOWHHFRSBJGXCM-UHFFFAOYSA-M,,D07672
InChIKey=MZMRZONIDDFOGF-UHFFFAOYSA-M,,D07673
InChIKey=IDWDXHQLOMJDRU-XNMGPUDCSA-N,,D07674
InChIKey=MHMTXDMLQZHXRZ-UHFFFAOYSA-N,,D07676
InChIKey=VEYWWAGBHABATA-UHFFFAOYSA-N,,D07679
InChIKey=OJPWHUOVKVKBQB-UHFFFAOYSA-N,,D07680
InChIKey=KFZXVMNBUMVKLN-UHFFFAOYSA-N,,D07681
InChIKey=PZNSONUYVNYXJZ-UHFFFAOYSA-N,,D07682
InChIKey=BEGCICKRIDISSK-UHFFFAOYSA-N,,D07683
InChIKey=PAQUKACYLLABHB-UHFFFAOYSA-N,,D07684
InChIKey=XXQMDKCWUYZXOF-UHFFFAOYSA-N,,D07685
InChIKey=XGKNWADXVDIFDQ-KIUKIJHYSA-N,,D07686
InChIKey=VLSAIYYYWWMOOQ-KIUKIJHYSA-N,,D07687
InChIKey=WRPUOFKIGGWQIJ-UHFFFAOYSA-M,,D07691
InChIKey=IMAGLCGCHKGGLR-UHFFFAOYSA-M,,D07692
InChIKey=SGFBLYBOTWZDDE-UHFFFAOYSA-N,,D07693
InChIKey=FQCQGOZEWWPOKI-UHFFFAOYSA-K,,D07694
InChIKey=RVMGXWBCQGAWBR-UHFFFAOYSA-N,,D07695
InChIKey=BTDWBTIPKMIUHM-UHFFFAOYSA-N,,D07696
InChIKey=QLMBAIRFQQLJJX-UHFFFAOYSA-N,,D07697
InChIKey=HHHKFGXWKKUNCY-FHWLQOOXSA-N,,D07699
InChIKey=ZDLBNXXKDMLZMF-UHFFFAOYSA-N,,D07700
InChIKey=HVANMRCHFMTSEG-LREBCSMRSA-N,,D07701
InChIKey=NRBJWZSFNGZBFQ-UHFFFAOYSA-N,,D07702
InChIKey=FXSXPIKCGLXHAW-UHFFFAOYSA-N,,D07705
InChIKey=DROVUXYZTXCEBX-WCCKRBBISA-N,,D07707
InChIKey=VUPBWNXFSDRWJE-UHFFFAOYSA-N,,D07708
InChIKey=RWVXTLPOSMQGRC-BDHJQFRQSA-N,,D07710
InChIKey=GKPMEGXMKPQRTN-CBDIPHIASA-N,,D07712
InChIKey=STJMRWALKKWQGH-UHFFFAOYSA-N,,D07713
InChIKey=CHCISLOJADQUNQ-UHFFFAOYSA-N,,D07714
InChIKey=FCSHDIVRCWTZOX-DVTGEIKXSA-N,,D07715
InChIKey=KVHHQGIIZCJATJ-UHFFFAOYSA-N,,D07716
InChIKey=XXIFVOHLGBURIG-OZCCCYNHSA-N,,D07717
InChIKey=XWWRXVGYXGDBEH-UHFFFAOYSA-N,,D07718
InChIKey=YMTMADLUXIRMGX-RFPWEZLHSA-N,,D07719
InChIKey=HJKBJIYDJLVSAO-UHFFFAOYSA-L,,D07720
InChIKey=WRCHFMBCVFFYEQ-UHFFFAOYSA-N,,D07721
InChIKey=SYMULEBHDFQHNX-UHFFFAOYSA-L,,D07724
InChIKey=DRSIVJKCYUTEEE-UHFFFAOYSA-N,,D07725
InChIKey=CVNFYQCHAWFYQI-ZSCHJXSPSA-N,,D07728
InChIKey=GKTWGGQPFAXNFI-HNNXBMFYSA-N,,D07729
InChIKey=VJGGHXVGBSZVMZ-CHPNCWRZSA-N,,D07730
InChIKey=KCZCIYZKSLLNNH-FBPKJDBXSA-N,,D07731
InChIKey=LFZJFDJDYASRCA-JFXLULTRSA-N,,D07734
InChIKey=YXAOXPMBRWCBSF-HUDLNOPTSA-N,,D07735
InChIKey=CCCZJRFQJNGCCU-UHFFFAOYSA-N,,D07736
InChIKey=MFLMYFVIROLIRS-UHFFFAOYSA-M,,D07737
InChIKey=PKJQEQVCYGYYMM-QBNUFUENSA-L,,D07738
InChIKey=QTOYIDGNARHVRO-UHFFFAOYSA-N,,D07739
InChIKey=NUXLENPAZQNFAM-FFHNEAJVSA-N,,D07740
InChIKey=FJHHZXWJVIEFGJ-UHFFFAOYSA-N,,D07741
InChIKey=IKENVDNFQMCRTR-UHFFFAOYSA-N,,D07748
InChIKey=CYZWCBZIBJLKCV-RMKNXTFCSA-N,,D07754
InChIKey=LSAMUAYPDHUBQD-RMKNXTFCSA-N,,D07755
InChIKey=OVSVMCBAXAWPTR-LREBCSMRSA-N,,D07756
InChIKey=VTWDCFPFEZUVRL-UHFFFAOYSA-N,,D07757
InChIKey=MPOYJPINNSIHAK-UHFFFAOYSA-N,,D07764
InChIKey=DUSHUSLJJMDGTE-ZJPMUUANSA-N,,D07766
InChIKey=BSBSDQUZDZXGFN-UHFFFAOYSA-N,,D07768
InChIKey=ANJTVLIZGCUXLD-RKDXNWHRSA-N,,D07770
InChIKey=UKLSKIDEWQXQJZ-ASTDGNLGSA-N,,D07772
InChIKey=HSPYGHDTVQJUDE-LURJTMIESA-N,,D07773
InChIKey=QMLVECGLEOSESV-RYUDHWBXSA-N,,D07774
InChIKey=RFWZESUMWJKKRN-UHFFFAOYSA-N,,D07775
InChIKey=UEEJHVSXFDXPFK-UHFFFAOYSA-N,,D07777
InChIKey=WKAVKKUXZAWHDM-JEDNCBNOSA-N,,D07778
InChIKey=XTWZHJXJIIUEJP-UHFFFAOYSA-N,,D07779
InChIKey=KCRQZLMAZHZDCL-UHFFFAOYSA-N,,D07780
InChIKey=WOUOLAUOZXOLJQ-MBSDFSHPSA-N,,D07781
InChIKey=ZSAMZEYLGUEVJW-TTYLFXKOSA-N,,D07783
InChIKey=CHIFCDOIPRCHCF-UHFFFAOYSA-N,,D07784
InChIKey=GEDPQKGMHLHFOZ-XYPYZODXSA-N,,D07786
InChIKey=FPTOUQZVCUIPHY-UHFFFAOYSA-N,,D07787
InChIKey=RSDBEODKTNUEMS-UHFFFAOYSA-N,,D07788
InChIKey=ZPBLNADJHWHOEP-UHFFFAOYSA-N,,D07789
InChIKey=CHQGYMXXKZPWOI-UHFFFAOYSA-N,,D07790
InChIKey=KYYIDSXMWOZKMP-UHFFFAOYSA-N,,D07793
InChIKey=DOHVHMBOUQUKBP-YABXJBOUSA-M,,D07794
InChIKey=RHDJRPPFURBGLQ-UHFFFAOYSA-N,,D07795
InChIKey=BQTXJHAJMDGOFI-NJLPOHDGSA-N,,D07797
InChIKey=DVVRRDZBTZGGCT-WKSAPEMMSA-M,,D07798
InChIKey=PQVDYPCHUGFHAR-PKWREOPISA-N,,D07799
InChIKey=FEROCCAEIIKMJT-OMPPIWKSSA-N,,D07800
InChIKey=CTKMBLPPDDQOSU-JPYVRCQISA-N,,D07801
InChIKey=VQODGRNSFPNSQE-CXSFZGCWSA-N,,D07802
InChIKey=XSOOSXRNMDUWEM-GNAFDRTKSA-N,,D07804
InChIKey=DBGIVFWFUFKIQN-VIFPVBQESA-N,,D07805
InChIKey=DUGOZIWVEXMGBE-CHWSQXEVSA-N,,D07806
InChIKey=BIFMNMPSIYHKDN-FJXQXJEOSA-N,,D07807
InChIKey=ACRMUSVWIFZVSM-JTHHODAVSA-N,,D07808
InChIKey=FZJYQGFGNHGSFX-PVQKIFDLSA-N,,D07810
InChIKey=JJCQSGDBDPYCEO-XVZSLQNASA-N,,D07811
InChIKey=QPGGEKPRGVJKQB-UHFFFAOYSA-N,,D07812
InChIKey=VFDASNWZZRLEAU-UHFFFAOYSA-N,,D07813
InChIKey=CZJXBZPJABCCRQ-BULBTXNYSA-N,,D07814
InChIKey=YNNURTVKPVJVEI-GSLJADNHSA-N,,D07815
InChIKey=ZQVZPANTCLRASL-UHFFFAOYSA-N,,D07817
InChIKey=DCERVXIINVUMKU-UHFFFAOYSA-N,,D07818
InChIKey=LUCXOFIZQAAKNM-UHFFFAOYSA-L,,D07819
InChIKey=MNSQDVCVWNXBFQ-UHFFFAOYSA-N,,D07821
InChIKey=LURMIKVZJSMXQE-UHFFFAOYSA-N,,D07823
InChIKey=JGMKRAUEFASZKH-UHFFFAOYSA-N,,D07824
InChIKey=XGZAXRQNRRXUMY-MJCKVQKWSA-J,,D07826
InChIKey=WXURHACBFYSXBI-XHIJKXOTSA-N,,D07827
InChIKey=BWHAMWGGORIDBK-UHFFFAOYSA-N,,D07830
InChIKey=RBOXVHNMENFORY-DNJOTXNNSA-N,,D07831
InChIKey=HVXYRJWFMXAVJG-FFHNEAJVSA-N,,D07832
InChIKey=DEQITUUQPICUMR-HJPBWRTMSA-N,,D07834
InChIKey=PBUNVLRHZGSROC-VTIMJTGVSA-N,,D07835
InChIKey=AYYQJUDESMECLY-QCMZQTNXSA-N,,D07838
InChIKey=URAZVWXGWMBUGJ-UHFFFAOYSA-N,,D07842
InChIKey=QVZCXCJXTMIDME-UHFFFAOYSA-N,,D07843
InChIKey=GZZZSOOGQLOEOB-UHFFFAOYSA-N,,D07844
InChIKey=VNLOISSPTMDCIF-SOFGYWHQSA-N,,D07846
InChIKey=ZXFQRFXLFWWKLX-UHFFFAOYSA-N,,D07847
InChIKey=KBEZZLAAKIIPFK-KBAYOESNSA-N,,D07848
InChIKey=NRMWCJKNPLZLMY-MDKZCBALSA-L,,D07849
InChIKey=ZJRHNNNACBPWEB-UHFFFAOYSA-N,,D07850
InChIKey=FGBQWWREKHAJIX-UHFFFAOYSA-N,,D07852
InChIKey=MVMQESMQSYOVGV-UHFFFAOYSA-N,,D07853
InChIKey=VWNWVCJGUMZDIU-UHFFFAOYSA-N,,D07854
InChIKey=IBXPYPUJPLLOIN-UHFFFAOYSA-N,,D07855
InChIKey=ZEFNOZRLAWVAQF-UHFFFAOYSA-N,,D07857
InChIKey=LPDLZVGJDFEWFD-UHFFFAOYSA-N,,D07860
InChIKey=OWQUZNMMYNAXSL-UHFFFAOYSA-N,,D07862
InChIKey=UNPUINKKJUSSDZ-UVGWPQHUSA-N,,D07864
InChIKey=MSYUMPGNGDNTIQ-UHFFFAOYSA-N,,D07865
InChIKey=OAUUYDZHCOULIO-BTJKTKAUSA-N,,D07868
InChIKey=ADEBPBSSDYVVLD-UHFFFAOYSA-N,,D07869
InChIKey=PHTUQLWOUWZIMZ-BOPFTXTBSA-N,,D07872
InChIKey=XFDJYSQDBULQSI-UHFFFAOYSA-N,,D07873
InChIKey=ODQWQRRAPPTVAG-UHFFFAOYSA-N,,D07875
InChIKey=RUYHIJHUVHIMIR-CVHRZJFOSA-N,,D07877
InChIKey=HCFDWZZGGLSKEP-UHFFFAOYSA-N,,D07878
InChIKey=JBFLYOLJRKJYNV-MASIZSFYSA-N,,D07879
InChIKey=ZEUITGRIYCTCEM-KRWDZBQOSA-N,,D07880
InChIKey=MPTJIDOGFUQSQH-UHFFFAOYSA-N,,D07882
InChIKey=DPHMSVRBAXJSPF-UHFFFAOYSA-N,,D07884
InChIKey=IWCWQNVIUXZOMJ-MISYRCLQSA-N,,D07885
InChIKey=NSVFSAJIGAJDMR-UHFFFAOYSA-N,,D07886
InChIKey=PWVXXGRKLHYWKM-LJQANCHMSA-N,,D07887
InChIKey=AELILMBZWCGOSB-UHFFFAOYSA-N,,D07888
InChIKey=URSRSKSNFPUKGH-UHFFFAOYSA-N,,D07889
InChIKey=XXVROGAVTTXONC-UHFFFAOYSA-N,,D07891
InChIKey=QDGZDCVAUDNJFG-FXQIFTODSA-N,,D07896
InChIKey=HPWIIERXAFODPP-QPEQYQDCSA-N,,D07897
InChIKey=SQUNAWUMZGQQJD-UHFFFAOYSA-N,,D07898
InChIKey=PHUUXVYXSRZACJ-IVZWLZJFSA-N,,D07899
InChIKey=WHWZLSFABNNENI-UHFFFAOYSA-N,,D07900
InChIKey=BSHWLCACYCVCJE-UHFFFAOYSA-N,,D07902
InChIKey=LGUDKOQUWIHXOV-UHFFFAOYSA-N,,D07903
InChIKey=ZOWQTJXNFTWSCS-IAQYHMDHSA-N,,D07904
InChIKey=XCGSFFUVFURLIX-VFGNJEKYSA-N,,D07906
InChIKey=ULQGUXLVNLHPHK-UHFFFAOYSA-N,,D07907
InChIKey=JUZNIMUFDBIJCM-ANEDZVCMSA-N,,D07908
InChIKey=WVRRTEYLDPNZHR-YZPBMOCRSA-N,,D07909
InChIKey=XMDMVURFZPVEBC-MQHKBXGOSA-N,,D07910
InChIKey=IVKWXPBUMQZFCW-UHFFFAOYSA-L,,D07911
InChIKey=WSEQXVZVJXJVFP-FQEVSTJZSA-N,,D07913
InChIKey=ANZYOGDQEPQZOI-SLHAJLBXSA-N,,D07915
InChIKey=SUBDBMMJDZJVOS-DEOSSOPVSA-N,,D07917
InChIKey=ZVVGLAMWAQMPDR-WVEWYJOQSA-N,,D07918
InChIKey=YJPIDPAGJSWWBE-FNIAAEIWSA-N,,D07919
InChIKey=VBRVDDFOBZNCPF-BRSFZVHSSA-N,,D07920
InChIKey=WHMFJWUAHROXHB-KQAQVGESSA-L,,D07921
InChIKey=OEGDFSLNGABBKJ-UHFFFAOYSA-N,,D07922
InChIKey=WZNIVRAEOQQUIB-UHFFFAOYSA-N,,D07923
InChIKey=CIKWKGFPFXJVGW-UHFFFAOYSA-N,,D07924
InChIKey=ZOWYFYXTIWQBEP-UHFFFAOYSA-N,,D07926
InChIKey=UPUDVKWQBVIKBG-UHFFFAOYSA-N,,D07927
InChIKey=KPEUDULLQDHKAZ-VROINQGHSA-N,,D07928
InChIKey=SCBJXEBIMVRTJE-UHFFFAOYSA-N,,D07930
InChIKey=SQVIAVUSQAWMKL-UHFFFAOYSA-N,,D07931
InChIKey=BPALXSWPHQNCAA-RLJNYRALSA-N,,D07932
InChIKey=NWPRCRWQMGIBOT-UHFFFAOYSA-N,,D07933
InChIKey=TWAWHTJKASJPEK-UHFFFAOYSA-J,,D07935
InChIKey=WSTCENNATOVXKQ-UHFFFAOYSA-N,,D07938
InChIKey=JYILPERKVHXLNF-QMNUTNMBSA-N,,D07939
InChIKey=CLPFFLWZZBQMAO-UHFFFAOYSA-N,,D07940
InChIKey=NGOGFTYYXHNFQH-UHFFFAOYSA-N,,D07941
InChIKey=WBLXZPHICYCDGN-UHFFFAOYSA-N,,D07942
InChIKey=NJXWZWXCHBNOOG-UHFFFAOYSA-N,,D07943
InChIKey=NMCHYWGKBADVMK-UHFFFAOYSA-N,,D07944
InChIKey=IQUFSXIQAFPIMR-UHFFFAOYSA-N,,D07947
InChIKey=ZBRZSJUFJUMKIM-UHFFFAOYSA-N,,D07948
InChIKey=FVNFBBAOMBJTST-UHFFFAOYSA-N,,D07949
InChIKey=MPLNGQBULSHWQW-NEFGNLPBSA-M,,D07951
InChIKey=ZEAJXCPGHPJVNP-UHFFFAOYSA-N,,D07953
InChIKey=PVOOBRUZWPQOER-UHFFFAOYSA-N,,D07954
InChIKey=PFRKTGKICJYONI-UHFFFAOYSA-N,,D07955
InChIKey=UQSASSBWRKBREL-UHFFFAOYSA-K,,D07956
InChIKey=DGCPIBPDYFLAAX-YTAGXALCSA-N,,D07957
InChIKey=IGCSSLDDCHLXGL-UHFFFAOYSA-N,,D07959
InChIKey=NZWVXAWPZJOYKP-UHFFFAOYSA-L,,D07960
InChIKey=UHRBTBZOWWGKMK-DOMZBBRYSA-N,,D07963
InChIKey=YOWNVPAUWYHLQX-UHFFFAOYSA-N,,D07964
InChIKey=OTEANHMVDHZOPB-SLINCCQESA-M,,D07965
InChIKey=HBUBKKRHXORPQB-FJFJXFQQSA-N,,D07966
InChIKey=OFSXGKOMEGSTSE-BPSSIEEOSA-N,,D07968
InChIKey=NASXCEITKQITLD-UHFFFAOYSA-N,,D07969
InChIKey=YXWCBRDRVXHABN-JCMHNJIXSA-N,,D07970
InChIKey=SMANXXCATUTDDT-QPJJXVBHSA-N,,D07971
InChIKey=PUWHHWCHAVXSIG-NCLPIGKXSA-N,,D07972
InChIKey=XZBJVIQXJHGUBE-HZMVJJPJSA-N,,D07973
InChIKey=OHNHPQCHHGYDSH-UHFFFAOYSA-N,,D07974
InChIKey=KURHGCCIANUWOV-CVOOSCJPSA-N,,D07975
InChIKey=UIKWDDSLMBHIFT-WKIKZPBSSA-N,,D07976
InChIKey=JUUFBMODXQKSTD-UHFFFAOYSA-N,,D07978
InChIKey=KTUKTXYTLNEYHO-IFWQJVLJSA-N,,D07979
InChIKey=DEFOZIFYUBUHHU-IYQKUMFPSA-N,,D07980
InChIKey=SWIRFWUEJODNRG-LTCKWSDVSA-L,,D07985
InChIKey=NPPBLUASYYNAIG-UHFFFAOYSA-L,,D07987
InChIKey=KSNNEUZOAFRTDS-UHFFFAOYSA-N,,D07988
InChIKey=FFKUDWZICMJVPA-UHFFFAOYSA-N,,D07991
InChIKey=OIXVKQDWLFHVGR-WQDIDPJDSA-N,,D07994
InChIKey=XPSQPHWEGNHMSK-SECBINFHSA-N,,D07997
InChIKey=DECBQELQORZLLP-UAIOPKHMSA-N,,D07998
InChIKey=DLFCAVBMDSKMEY-UHFFFAOYSA-M,,D07999
InChIKey=OQZZCXRLEFBPLZ-JCJNLNMISA-N,,D08000
InChIKey=BUGJOLAZXZZEAP-UHFFFAOYSA-N,,D08001
InChIKey=CSXHKOSAWQTJBT-YDYKLMMDSA-N,,D08003
InChIKey=YKGYIDJEEQRWQH-UHFFFAOYSA-N,,D08004
InChIKey=ZSDLYSDDELEVDD-UHFFFAOYSA-K,,D08005
InChIKey=IZOOGPBRAOKZFK-UHFFFAOYSA-K,,D08006
InChIKey=GFSTXYOTEVLASN-UHFFFAOYSA-K,,D08007
InChIKey=PCZHWPSNPWAQNF-UHFFFAOYSA-K,,D08008
InChIKey=GJNXBNATEDXMAK-PFLSVRRQSA-N,,D08010
InChIKey=ZRCVYEYHRGVLOC-HYARGMPZSA-N,,D08012
InChIKey=CEAZRRDELHUEMR-UHFFFAOYSA-N,,D08013
InChIKey=MDXRFOWKIZPNTA-UHFFFAOYSA-L,,D08015
InChIKey=YJYOLOWXCPIBSY-UHFFFAOYSA-L,,D08016
InChIKey=LYQDZCZZTPNAIP-VZHMHXRYSA-L,,D08017
InChIKey=MXZROTBGJUUXID-UHFFFAOYSA-K,,D08018
InChIKey=DFFLCVRJWUOGPN-RSAXXLAASA-N,,D08019
InChIKey=XHOJAWVAWFHGHL-UHFFFAOYSA-N,,D08020
InChIKey=XLVXAUNDHWERBM-CNOWUQRNSA-N,,D08021
InChIKey=CBOJBBMQJBVCMW-BTVCFUMJSA-N,,D08022
InChIKey=CVCQAQVBOPNTFI-AAONGDSNSA-N,,D08023
InChIKey=XZAFZXJXZHRNAQ-STQMWFEESA-N,,D08024
InChIKey=KJQNSWHBRKOGHW-GEMLJDPKSA-N,,D08025
InChIKey=WGEWUYACXPEFPO-AULYBMBSSA-N,,D08026
InChIKey=XLOYQLAMNLMXCE-UHFFFAOYSA-N,,D08028
InChIKey=IDINUJSAMVOPCM-UHFFFAOYSA-N,,D08032
InChIKey=LVASCWIMLIKXLA-LSDHHAIUSA-N,,D08034
InChIKey=SSMDNDPTEWMEJG-UHFFFAOYSA-N,,D08035
InChIKey=MYZDPUZXMFCPMU-LRIWMWCYSA-N,,D08036
InChIKey=VYQJFIGMSSIWAR-UHFFFAOYSA-N,,D08037
InChIKey=JZNBMCOSOXIZJB-UHFFFAOYSA-N,,D08038
InChIKey=OXLZNBCNGJWPRV-UHFFFAOYSA-N,,D08039
InChIKey=WEUCDJCFJHYFRL-UHFFFAOYSA-N,,D08041
InChIKey=SBBDHANTMHIRGW-QMMMGPOBSA-N,,D08042
InChIKey=GCJAEXSZUXBMFS-RNWHKREASA-N,,D08046
InChIKey=MULXTQKDWYBJMO-KYNMMFKBSA-N,,D08049
InChIKey=JRFKIOFLCXKVOT-UHFFFAOYSA-N,,D08051
InChIKey=VTHUYJIXSMGYOQ-DTILQVPTSA-N,,D08053
InChIKey=MPBVHIBUJCELCL-UHFFFAOYSA-N,,D08056
InChIKey=ALIXRWKJZYLBJI-UHFFFAOYSA-N,,D08057
InChIKey=GCCOJNYCFNSJII-VWMHFEHESA-N,,D08058
InChIKey=PTTPUWGBPLLBKW-UHFFFAOYSA-M,,D08059
InChIKey=XDXDZDZNSLXDNA-TZNDIEGXSA-N,,D08062
InChIKey=OSCTXCOERRNGLW-VOTSOKGWSA-N,,D08063
InChIKey=UYNVMODNBIQBMV-UHFFFAOYSA-N,,D08064
InChIKey=KZSSWXACMCYLBM-RMWNCEGRSA-N,,D08065
InChIKey=KTUFNOKKBVMGRW-UHFFFAOYSA-N,,D08066
InChIKey=QJFSABGVXDWMIW-UHFFFAOYSA-N,,D08067
InChIKey=KLZWOWYOHUKJIG-BPUTZDHNSA-N,,D08068
InChIKey=SCEVFJUWLLRELN-UHFFFAOYSA-N,,D08069
InChIKey=BPQZYOJIXDMZSX-UHFFFAOYSA-N,,D08071
InChIKey=CAHPIJSNOKEGSK-UHFFFAOYSA-N,,D08072
InChIKey=LWRDQHOZTAOILO-UHFFFAOYSA-N,,D08073
InChIKey=KUCWWEPJRBANHL-UHFFFAOYSA-N,,D08075
InChIKey=GZVYIVIJAOMGJT-UHFFFAOYSA-N,,D08076
InChIKey=MPGBPFMOOXKQRX-UHFFFAOYSA-N,,D08078
InChIKey=XYITYKDGJLHYPW-UHFFFAOYSA-M,,D08081
InChIKey=IWLIBARWYNRYQO-UHFFFAOYSA-N,,D08082
InChIKey=IFTFXKNYTWAOGK-WZTVWXICSA-N,,D08084
InChIKey=YPDVTKJXVHYWFY-UHFFFAOYSA-N,,D08085
InChIKey=ATCGGEJZONJOCL-UHFFFAOYSA-N,,D08087
InChIKey=WFLSCFISQHLEED-UHFFFAOYSA-N,,D08088
InChIKey=WJDDCFNFNAHLAF-UHFFFAOYSA-N,,D08089
InChIKey=OQJBSDFFQWMKBQ-UHFFFAOYSA-N,,D08091
InChIKey=BMUKKTUHUDJSNZ-UHFFFAOYSA-N,,D08092
InChIKey=HPSNBOLYHJERIY-UHFFFAOYSA-N,,D08093
InChIKey=QQQIECGTIMUVDS-UHFFFAOYSA-N,,D08094
InChIKey=HLUKNZUABFFNQS-ZMBIFBSDSA-N,,D08095
InChIKey=KMTLTEVOQLMYRS-LREBCSMRSA-N,,D08099
InChIKey=HYDFAZFVKRXNJX-UHFFFAOYSA-N,,D08101
InChIKey=VHIORVCHBUEWEP-ZSCHJXSPSA-N,,D08102
InChIKey=OAPDLBHLMVYMCW-UHFFFAOYSA-M,,D08103
InChIKey=ZCVMWBYGMWKGHF-UHFFFAOYSA-N,,D08105
InChIKey=BHLXTPHDSZUFHR-UHFFFAOYSA-N,,D08107
InChIKey=BCFGMOOMADDAQU-UHFFFAOYSA-N,,D08108
InChIKey=ZKUKMWMSYCIYRD-ZXFNITATSA-N,,D08110
InChIKey=ZDXUKAKRHYTAKV-UHFFFAOYSA-N,,D08111
InChIKey=ZCGOMHNNNFPNMX-KYTRFIICSA-N,,D08117
InChIKey=PGLIUCLTXOYQMV-GHVWMZMZSA-N,,D08118
InChIKey=PTVWPYVOOKLBCG-ZDUSSCGKSA-N,,D08119
InChIKey=USSIQXCVUWKGNF-QGZVFWFLSA-N,,D08121
InChIKey=FJQXCDYVZAHXNS-UNTBIKODSA-N,,D08122
InChIKey=RRHJHSBDJDZUGL-UHFFFAOYSA-N,,D08126
InChIKey=YECIFGHRMFEPJK-UHFFFAOYSA-N,,D08127
InChIKey=HFEMPWKWYHWPQX-YDALLXLXSA-N,,D08129
InChIKey=VOBHXZCDAVEXEY-JSGCOSHPSA-N,,D08130
InChIKey=RLAWWYSOJDYHDC-BZSNNMDCSA-N,,D08131
InChIKey=BKRGVLQUQGGVSM-KBXCAEBGSA-N,,D08132
InChIKey=XIXADJRWDQXREU-UHFFFAOYSA-M,,D08134
InChIKey=AMXOYNBUYSYVKV-UHFFFAOYSA-M,,D08135
InChIKey=ZOTSUVWAEYHZRI-JJKGCWMISA-M,,D08136
InChIKey=INHCSSUBVCNVSK-UHFFFAOYSA-L,,D08137
InChIKey=GRZMOSSVIPFGFF-GNJLJDPWSA-N,,D08138
InChIKey=RVGLGHVJXCETIO-UHFFFAOYSA-N,,D08139
InChIKey=SAPNXPWPAUFAJU-UHFFFAOYSA-N,,D08140
InChIKey=KSMAGQUYOIHWFS-UHFFFAOYSA-N,,D08141
InChIKey=CAQGVXNKMLYRMF-UHFFFAOYSA-L,,D08142
InChIKey=JAPHQRWPEGVNBT-MOENNCHZSA-N,,D08143
InChIKey=DDSDPQHQLNAGLJ-YEBWQKSTSA-N,,D08145
InChIKey=YPZVAYHNBBHPTO-MXRBDKCISA-N,,D08147
InChIKey=JSXBVMKACNEMKY-UHFFFAOYSA-N,,D08148
InChIKey=YMBXTVYHTMGZDW-UHFFFAOYSA-N,,D08149
InChIKey=KFUDFIMHDRJVLV-MSKGSUGCSA-N,,D08151
InChIKey=JVGUNCHERKJFCM-UHFFFAOYSA-N,,D08153
InChIKey=XFNNLUSRURIBKM-RRJWUFKUSA-L,,D08154
InChIKey=ANEBWFXPVPTEET-UHFFFAOYSA-N,,D08155
InChIKey=BPFYOAJNDMUVBL-UHFFFAOYSA-N,,D08156
InChIKey=AMHPTVWBZSYFSS-UHFFFAOYSA-N,,D08157
InChIKey=CZBOZZDZNVIXFC-VRRJBYJJSA-N,,D08158
InChIKey=OHMBNBZVSGNWEE-HEBJBRBZSA-N,,D08159
InChIKey=VYVKHNNGDFVQGA-UHFFFAOYSA-N,,D08160
InChIKey=FQQIIPAOSKSOJM-UHFFFAOYSA-N,,D08161
InChIKey=MCYHPZGUONZRGO-VKHMYHEASA-N,,D08164
InChIKey=CUHVIMMYOGQXCV-UHFFFAOYSA-N,,D08165
