het_id,inchikey
L75,InChIKey=AOMZDQMIOCTPQP-QHQMVRJISA-N
L79,InChIKey=WFLQBFXZEVUXMT-UEOKTHRPSA-N
L7A,InChIKey=KASWEFFYPLWMCM-UHFFFAOYSA-N
L7O,InChIKey=MKSQDWBNZVGINB-UHFFFAOYSA-N
L81,InChIKey=ATFBTSVSJAEVMV-UHFFFAOYSA-N
L85,InChIKey=CNYMBHPFLJWLJW-BUHFOSPRSA-N
L86,InChIKey=LYVSCNRRXJZCRV-QHCPKHFHSA-N
L8H,InChIKey=SFKZPTYRENGBTJ-UHFFFAOYSA-N
L8I,InChIKey=XZZOJFOFCDHYRX-UHFFFAOYSA-N
L8P,InChIKey=VWFCHDSQECPREK-LURJTMIESA-N
L8V,InChIKey=VPOULRXFJKYXDN-UHFFFAOYSA-N
L92,InChIKey=QPJVYLQOALFBLJ-DEOSSOPVSA-N
L94,InChIKey=QAWYYAYHHZQCLB-UHFFFAOYSA-N
L98,InChIKey=YHBCRXAIIVZWEW-MRVPVSSYSA-N
L9G,InChIKey=IECIDZDLEJWPAN-UHFFFAOYSA-N
L9L,InChIKey=XPPKIHZJFAAJLB-INIZCTEOSA-N
L9M,InChIKey=RJESZRNJZYVXEA-INIZCTEOSA-N
L9N,InChIKey=XFEMJTFDPFGXFN-INIZCTEOSA-N
L9Q,InChIKey=JQKOHRZNEOQNJE-VYCVAHKRSA-N
L9R,InChIKey=ATHVAWFAEPLPPQ-FLHXZNPISA-O
L9X,InChIKey=QCPAUAAIPLHRLB-LPEHRKFASA-N
LA,InChIKey=CZMAIROVPAYCMU-UHFFFAOYSA-N
LA1,InChIKey=COVPLULNDBDXTN-KYJUHHDHSA-N
LA2,InChIKey=AYZPHCCEYJWVJC-NEPJUHHUSA-N
LA3,InChIKey=MJTVUROZTDIMFT-MZEQIWSPSA-N
LA8,InChIKey=XTWYTFMLZFPYCI-DEGSGYPDSA-N
LAA,InChIKey=XTAAXERUXNEDCQ-NHYDCYSISA-N
LAB,InChIKey=NSHPHXHGRHSMIK-JRIKCGFMSA-N
LAC,InChIKey=JVTAAEKCZFNVCJ-UWTATZPHSA-N
LAD,InChIKey=RZWIOOBQBMRZTQ-OPYVMVOTSA-N
LAE,InChIKey=FXCMGCFNLNFLSH-JTQLQIEISA-N
LAF,InChIKey=MBVLGMJBSFUHKW-UHFFFAOYSA-N
LAG,InChIKey=AHRWQUNEPBVNOT-IVJVVCOPSA-N
LAI,InChIKey=PYMYPHUHKUWMLA-VAYJURFESA-N
LAK,InChIKey=DLRVVLDZNNYCBX-VHBGUFLRSA-N
LAL,InChIKey=QCYOIFVBYZNUNW-BYPYZUCNSA-N
LAM,InChIKey=VWNONHZCCMYIGR-VGNFVTAUSA-N
LAN,InChIKey=CAHGCLMLTWQZNJ-BQNIITSRSA-N
LAP,InChIKey=BWKILASWCLJPBO-UHFFFAOYSA-O
LAQ,InChIKey=QWEGOCJRZOKSOE-ADUAKINBSA-N
LAR,InChIKey=DDVBPZROPPMBLW-IZGXTMSKSA-N
LAS,InChIKey=DAQAKHDKYAWHCG-MJZHQVMOSA-N
LAT,InChIKey=GUBGYTABKSRVRQ-DCSYEGIMSA-N
LAU,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
LAV,InChIKey=NPTLVLDJKIEXJU-UWVGGRQHSA-N
LAX,InChIKey=HOBAELRKJCKHQD-QNEBEIHSSA-N
LAZ,InChIKey=GBARCMIFTACERW-UHFFFAOYSA-N
LB2,InChIKey=QIGJYVCQYDKYDW-CSOAUFAESA-N
LBP,InChIKey=ZUVPFRZYYQZWPS-VIIUKITBSA-N
LBS,InChIKey=FEXBYMWJVRXRSN-TWOHWVPZSA-N
LBT,InChIKey=GUBGYTABKSRVRQ-XLOQQCSPSA-N
LBV,InChIKey=DKMLMZVDTGOEGU-ISEYCTJISA-N
LBW,InChIKey=DKMLMZVDTGOEGU-UAWLBFNISA-N
LBY,InChIKey=VVQIIIAZJXTLRE-QMMMGPOBSA-N
LC,InChIKey=IERHLVCPSMICTF-PSQAKQOGSA-N
LC0,InChIKey=FYNJLBSSIPLISK-UHFFFAOYSA-N
LC1,InChIKey=KGMVTZZDGKDTEU-UHFFFAOYSA-N
LC2,InChIKey=ATDILMLBOZKFGI-JUTMVFGESA-N
LC4,InChIKey=XMSOPSLXOAQSRQ-UHFFFAOYSA-N
LCA,InChIKey=OBTOXYBRQOXRBH-LRMGWDNHSA-N
LCC,InChIKey=RSSHBVFUGGVGMZ-YRCORFKGSA-N
LCE,InChIKey=PELFTKQNZKVHIO-NXTKUWPGSA-N
LCF,InChIKey=UAWXGRJVZSAUSZ-UHFFFAOYSA-N
LCG,InChIKey=FZGXOAHULCKQGE-HLJYALQUSA-N
LCH,InChIKey=RSSHBVFUGGVGMZ-YRCORFKGSA-N
LCK,InChIKey=PCARXDDZXPRYII-VQLBTBKJSA-N
LCN,InChIKey=CXKKSSKKIOZUNR-HSUXUTPPSA-N
LCO,InChIKey=XTEGARKTQYYJKE-UHFFFAOYSA-N
LCP,InChIKey=VLTRZXGMWDSKGL-UHFFFAOYSA-N
LCS,InChIKey=KFCQHWOGBVCKHR-UKTHLTGXSA-N
LCX,InChIKey=XHKWPAAHPLALGC-LURJTMIESA-N
LCY,InChIKey=KYEACNNYFNZCST-UHFFFAOYSA-N
LCZ,InChIKey=ZOFRRNUENOHELM-LURJTMIESA-N
LD1,InChIKey=PAZOXNQSXSODTC-KRWDZBQOSA-N
LD2,InChIKey=VWKIYKOULJUXRZ-HYARGMPZSA-N
LDA,InChIKey=SYELZBGXAIXKHU-UHFFFAOYSA-N
LDC,InChIKey=CKTSBUTUHBMZGZ-CHKWXVPMSA-N
LDE,InChIKey=GANKYZVDRZVCGT-DTWKUNHWSA-N
LDH,InChIKey=PJWAKMZYPDSMFR-ZETCQYMHSA-N
LDM,InChIKey=JNGWKQJZIUZUPR-UHFFFAOYSA-N
LDN,InChIKey=CDOVNWNANFFLFJ-UHFFFAOYSA-N
LDO,InChIKey=OLUWXTFAPJJWPL-YFKPBYRVSA-N
LDP,InChIKey=VYFYYTLLBUKUHU-UHFFFAOYSA-N
LDR,InChIKey=RZFVLEJOHSLEFR-UHFFFAOYSA-N
LDT,InChIKey=JCZUIWYXULSXSW-UHFFFAOYSA-N
LDY,InChIKey=SRBFZHDQGSBBOR-STGXQOJASA-N
LDZ,InChIKey=TZYWCYJVHRLUCT-VABKMULXSA-N
LE1,InChIKey=VVNCNSJFMMFHPL-GSVOUGTGSA-N
LE2,InChIKey=WVJCPUDEWCGDGL-UHFFFAOYSA-N
LE3,InChIKey=ZWRKPZDQBQKJAE-SNVBAGLBSA-N
LEA,InChIKey=NQPDZGIKBAWPEJ-UHFFFAOYSA-N
LEC,InChIKey=OMRLTNCLYHKQCK-DHGKCCLASA-N
LED,InChIKey=ALVALNHXAQAJAM-UHNVWZDZSA-N
LEE,InChIKey=HXJDWCWJDCOHDG-RYUDHWBXSA-N
LEF,InChIKey=FHOARJRQRXAPOF-WHFBIAKZSA-N
LEG,InChIKey=IINHTEWASPUCMH-UHFFFAOYSA-N
LEH,InChIKey=PSJOKLGFODYIHJ-IBGZPJMESA-N
LEI,InChIKey=VVNCNSJFMMFHPL-VKHMYHEASA-N
LEM,InChIKey=RVCJZAGFTBLSSU-ZETCQYMHSA-N
LEN,InChIKey=BMFVGAAISNGQNM-UHFFFAOYSA-N
LEO,InChIKey=CCEFMUBVSUDRLG-BBBLOLIVSA-N
LEP,InChIKey=LHNDGZQCKJAVRF-YFKPBYRVSA-N
LET,InChIKey=CAXNMAPFZIWDHX-FHXOWUIVSA-N
LEU,InChIKey=ROHFNLRQFUQHCH-YFKPBYRVSA-N
LEU_LEO2,InChIKey=ROHFNLRQFUQHCH-YFKPBYRVSA-N
LEU_LEO2H,InChIKey=ROHFNLRQFUQHCH-YFKPBYRVSA-N
LEU_LFOH,InChIKey=ROHFNLRQFUQHCH-YFKPBYRVSA-N
LEU_LFZW,InChIKey=ROHFNLRQFUQHCH-YFKPBYRVSA-N
LEU_LL,InChIKey=ZOFRRNUENOHELM-LURJTMIESA-N
LEU_LSN3,InChIKey=ZOFRRNUENOHELM-LURJTMIESA-N
LEW,InChIKey=ZQSWMZLNZOWSSB-UYTYNIKBSA-N
LEX,InChIKey=VEROGSXUMLPXMN-LURJTMIESA-N
LFA,InChIKey=CBFCDTFDPHXCNY-UHFFFAOYSA-N
LFC,InChIKey=NBFWIISVIFCMDK-RSJOWCBRSA-N
LFN,InChIKey=KPDQZGKJTJRBGU-UHFFFAOYSA-N
LFR,InChIKey=RFSUNEUAIZKAJO-AZGQCCRYSA-N
LFX,InChIKey=GSDSWSVVBLHKDQ-JTQLQIEISA-N
LG,InChIKey=RQFCJASXJCIDSX-GIMIYPNGSA-N
LG0,InChIKey=VNHRSGCBTKUBAX-UHFFFAOYSA-N
LG1,InChIKey=FJUYVGXXNUNWDT-UHFFFAOYSA-N
LG2,InChIKey=SLXTWXQUEZSSTJ-UHFFFAOYSA-N
LG3,InChIKey=YAAWASYJIRZXSZ-UHFFFAOYSA-N
LG4,InChIKey=CMBSSVKZOPZBKW-UHFFFAOYSA-N
LG5,InChIKey=NJIDBKRVRJXCLL-UHFFFAOYSA-N
LG6,InChIKey=BIRSGZKFKXLSJQ-QTBDOELSSA-N
LG7,InChIKey=NHBIWLQQJPSMNP-CABCVRRESA-N
LG8,InChIKey=OYDDKWPGAIBVKO-JQQWWDHGSA-O
LG9,InChIKey=WQQQECZSNNTNJJ-FJYMVOSHSA-N
LGA,InChIKey=LJXQPZWIHJMPQQ-UHFFFAOYSA-N
LGB,InChIKey=KALFKWQLCWAXJO-RNSKTZJQSA-N
LGC,InChIKey=PHOQVHQSTUBQQK-SQOUGZDYSA-N
LGD,InChIKey=ULBPQWIGZUGPHU-UHFFFAOYSA-N
LGE,InChIKey=RBROIXXBJHSWSR-UHFFFAOYSA-N
LGF,InChIKey=LXYRGMYSFZBUSV-SJLPKXTDSA-N
LGG,InChIKey=IDWPNCOZKNRFJZ-LROMGURASA-N
LGH,InChIKey=OQYUKAFYGKRXTK-UHFFFAOYSA-N
LGJ,InChIKey=YIHPFOJBRPDMES-UHFFFAOYSA-N
LGK,InChIKey=LOIQROHBNJYIKB-UHFFFAOYSA-N
LGL,InChIKey=QNPOXJFBWDKXGC-UHFFFAOYSA-N
LGM,InChIKey=DBOPERRYUICVTA-UHFFFAOYSA-N
LGN,InChIKey=JMENXJYBCQFIRK-KRJDXUSZSA-N
LGP,InChIKey=LSJIZCGOXSEZNF-YFKPBYRVSA-N
LGS,InChIKey=QJILQIWQVOAQBB-KRIYVDMXSA-N
LGT,InChIKey=DSLZVSRJTYRBFB-AJSXGEPRSA-N
LGU,InChIKey=AEMOLEFTQBMNLQ-AZLKCVHYSA-N
LGV,InChIKey=FQECDJFBKXFTIW-UHFFFAOYSA-N
LGW,InChIKey=XXGADWBTSMHVDF-INIZCTEOSA-N
LGX,InChIKey=XXGADWBTSMHVDF-MRXNPFEDSA-N
LGY,InChIKey=QHNKFGZIDRMVOP-SZUMLMDFSA-N
LGZ,InChIKey=LIIUTXFOEDWJEK-HQJNJJHVSA-N
LHA,InChIKey=KITFYJSEQIOMTC-AFTVZRPJSA-N
LHC,InChIKey=FKWFMIJKLRYFAG-YFKPBYRVSA-N
LHG,InChIKey=BIABMEZBCHDPBV-MPQUPPDSSA-N
LHI,InChIKey=WLFSVWBINOGDFX-PARYEQGPSA-N
LHJ,InChIKey=XQRUWZMHPKNIDA-UHFFFAOYSA-N
LHL,InChIKey=LQYPBKQMDVWUGO-UHFFFAOYSA-N
LHO,InChIKey=VWYVWCCRRCEFQM-BFHYXJOUSA-N
LHU,InChIKey=DJJCXFVJDGTHFX-PSQAKQOGSA-N
LHY,InChIKey=IOFPEOPOAMOMBE-QMMMGPOBSA-N
LI,InChIKey=HBBGRARXTFLTSG-UHFFFAOYSA-N
LI0,InChIKey=REQAXYXBBHHBCA-UHFFFAOYSA-N
LI1,InChIKey=YERVUJAKCNBGCR-BIHSMRAKSA-N
LI2,InChIKey=HIUFYIOMUILESI-UHFFFAOYSA-N
LI3,InChIKey=VMLSXFMXUNVCSK-UHFFFAOYSA-N
LI4,InChIKey=SZANYTFSQVBOBA-UHFFFAOYSA-N
LI5,InChIKey=PYYIHKXJWNSAKF-RXMQYKEDSA-N
LI6,InChIKey=BDLJEQMXDNMETQ-UHFFFAOYSA-N
LI7,InChIKey=ZJASRZFZRYISET-UHFFFAOYSA-N
LI8,InChIKey=ZNSULAZTNWFKEW-UHFFFAOYSA-N
LI9,InChIKey=OYTOWRNFVUUVHK-SFHVURJKSA-N
LIA,InChIKey=JRNJNYBQQYBCLE-UHFFFAOYSA-N
LIB,InChIKey=ZWYFTKPEHRQCCW-HNNXBMFYSA-N
LIC,InChIKey=ZHBOBAJCKHPQBT-INIZCTEOSA-N
LID,InChIKey=ZWKOUFZHPNIQSH-UHFFFAOYSA-N
LIE,InChIKey=OGWSGDLIXOEZJG-UHFFFAOYSA-N
LIF,InChIKey=FGZIONRFHVNRJB-UHFFFAOYSA-N
LIG,InChIKey=NHOACLCXCKJMAK-UHFFFAOYSA-N
LIH,InChIKey=KMSATRJZEXNGDP-UHFFFAOYSA-N
LII,InChIKey=WNDJHUNKXPAREB-PLNGDYQASA-N
LIJ,InChIKey=FJYALDRNDKNYKU-LBFZIJHGSA-N
LIK,InChIKey=YOHXQMVSYCADHX-UHFFFAOYSA-N
LIL,InChIKey=WLKQLKMXKFGMQI-SANMLTNESA-N
LIM,InChIKey=CJTNJZWHYGHVCD-UHFFFAOYSA-N
LIN,InChIKey=WDJHALXBUFZDSR-UHFFFAOYSA-N
LIO,InChIKey=YAOVLDDMIGILIT-WJOKGBTCSA-O
LIP,InChIKey=INAPMGSXUVUWAF-PTQMNWPWSA-N
LIQ,InChIKey=IOTPZWJUHSYLHJ-OJDZSJEKSA-N
LIR,InChIKey=WVRGIUWTFUXDGX-AWEZNQCLSA-N
LIS,InChIKey=HKPCHCJYQVJLIZ-IMJSIDKUSA-N
LIT,InChIKey=ITBNJCVIFHSKRL-UHFFFAOYSA-N
LIU,InChIKey=FQHHQKOASLDQEQ-UHFFFAOYSA-N
LIV,InChIKey=DBLVDAUGBTYDFR-SWMBIRFSSA-N
LIW,InChIKey=QASBRWUYQCIPKZ-UHFFFAOYSA-N
LIX,InChIKey=RRWBDAPAGFVYPT-UHFFFAOYSA-N
LIY,InChIKey=UOYVKYJWAXJTTE-NRFANRHFSA-N
LIZ,InChIKey=ZDJITWBUQUCYMP-VJBWXMMDSA-N
LJ1,InChIKey=PAHKYLUYTGBFNW-CMDGGOBGSA-N
LJ2,InChIKey=WMVYUPRIADVLTH-VOTSOKGWSA-N
LJ3,InChIKey=SKQRVOXIIAXXEM-UHFFFAOYSA-N
LJ4,InChIKey=CRSZEDOZGJPOHP-UHFFFAOYSA-N
LJ5,InChIKey=HKODPZBPODONGO-UHFFFAOYSA-N
LJ9,InChIKey=JRGJWNYNELQBIY-IYBDPMFKSA-N
LJE,InChIKey=OHDDQNLJTAKXQT-UHFFFAOYSA-N
LJF,InChIKey=VGOJUQQDRYARLG-UHFFFAOYSA-N
LJG,InChIKey=BMXYVKCLBAGXOY-UHFFFAOYSA-N
LJH,InChIKey=LGNWJMPLPCSVBL-UHFFFAOYSA-N
LJZ,InChIKey=HTJQQXMFDMUXSX-MDQGHDFKSA-N
LK0,InChIKey=FOEFFFBPEIGFEX-IJLINHMISA-N
LK1,InChIKey=UAGYXJBYAFGRFR-KRWDZBQOSA-N
LK2,InChIKey=UAGYXJBYAFGRFR-QGZVFWFLSA-N
LK3,InChIKey=LIGACKDHLKEZFH-GOSISDBHSA-N
LK4,InChIKey=PUHRQSFXADUGJW-OAQYLSRUSA-N
LK5,InChIKey=WRBRCIHZCYLBFW-KYEXWDHISA-N
LK7,InChIKey=ZYKSDPVHVMSKIL-IIHMJNQGSA-N
LKA,InChIKey=FGVRMLQUWLZGLJ-PQMKYFCFSA-N
LKC,InChIKey=NELYIRACPIJATH-SZVQBCOZSA-N
LKG,InChIKey=ZGJYGQLGSXWEMY-UHFFFAOYSA-N
LKJ,InChIKey=OURBCKKEKMWLAJ-JYIFATIISA-N
LKM,InChIKey=IRJUSGUHNFMVCK-OAQYLSRUSA-N
LKS,InChIKey=WKJQYOUTPMBFSL-CYDRSHDDSA-N
LL1,InChIKey=MSRXUUDVRNWSTN-UHFFFAOYSA-N
LL2,InChIKey=FJIMLXBJUVLMMN-UHFFFAOYSA-N
LL3,InChIKey=FNAMKJFTCMWMKP-UHFFFAOYSA-N
LL4,InChIKey=QWPAQBJBWLSPSH-UHFFFAOYSA-N
LL5,InChIKey=XUGKZTMKTMWUPY-ZDUSSCGKSA-N
LL8,InChIKey=HGXDFGVHMYOSDC-UHFFFAOYSA-N
LLA,InChIKey=VOXXWSYKYCBWHO-QMMMGPOBSA-N
LLB,InChIKey=RLOZWABDAGQFIY-UHFFFAOYSA-N
LLC,InChIKey=JLERVPBPJHKRBJ-UHFFFAOYSA-N
LLF,InChIKey=OXVHZSPVJUCFDH-QLKAYGNNSA-N
LLG,InChIKey=PDCSQCHNOPNJMK-UHFFFAOYSA-N
LLH,InChIKey=DMGBHBFPSRKPBV-ZVHKOUPVSA-N
LLL,InChIKey=VEGXETMJINRLTH-BOZYPMBZSA-N
LLO,InChIKey=DFHXLOGIWRRFER-UWVGGRQHSA-N
LLP,InChIKey=FIXMYVJXXYQYGI-LBPRGKRZSA-N
LLT,InChIKey=IQFYYKKMVGJFEH-CSMHCCOUSA-N
LLX,InChIKey=ZWLFHHHQRUYIBT-UHFFFAOYSA-N
LLY,InChIKey=XINFXVVRMYBFMI-YFKPBYRVSA-N
LLZ,InChIKey=ITVGWHAQSRRMIM-LIRRHRJNSA-N
LM2,InChIKey=INFXBQXKGPGIEV-PXPLVWFRSA-N
LMA,InChIKey=FIYJFVCGASKYLV-QDYGBMDYSA-N
LMC,InChIKey=UGINWNVBXWWHCS-RZZAMGAFSA-N
LMD,InChIKey=UKPROSIGWJBJGA-IWODYCRQSA-N
LME,InChIKey=FHJNAFIJPFGZRI-WUJLRWPWSA-N
LMF,InChIKey=ZRPGWKQIWAUACK-UHFFFAOYSA-N
LMG,InChIKey=DCLTVZLYPPIIID-CVELTQQQSA-N
LML,InChIKey=FTKIARCSSZWRFJ-UHFFFAOYSA-N
LMQ,InChIKey=RWBLYSWJMSKZAL-UCORVYFPSA-N
LMR,InChIKey=BJEPYKJPYRNKOW-REOHCLBHSA-N
LMS,InChIKey=GNZLUJQJDPRUTD-KQYNXXCUSA-N
LMT,InChIKey=NLEBIOOXCVAHBD-QKMCSOCLSA-N
LMU,InChIKey=NLEBIOOXCVAHBD-YHBSTRCHSA-N
LMZ,InChIKey=YMWIHKCBRFEJMH-RPDRRWSUSA-N
LN0,InChIKey=YZRHYYDECCEWRG-DWVYNAINSA-N
LN1,InChIKey=DEOZLEGRVHDNKC-UGKGYDQZSA-N
LN5,InChIKey=ZYIBCZWVLDODOL-LURJTMIESA-N
LN6,InChIKey=YJYNJYPKPDAGPU-QMMMGPOBSA-N
LN7,InChIKey=RLYDQIKERMGUOF-IUCAKERBSA-N
LNA,InChIKey=LELVHAQTWXTCLY-XYWKCAQWSA-N
LNB,InChIKey=ZYFTUIURWQWFKQ-QIAGQCQHSA-N
LNC,InChIKey=PLMTVPOYALSQOL-AMUFZZJCSA-O
LNE,InChIKey=ODAKRYUDLXZGCT-ZETCQYMHSA-N
LNG,InChIKey=CPJZLQGGCFWOAA-NTMALXAHSA-N
LNH,InChIKey=FXZDYVDTIVZZCX-UHFFFAOYSA-N
LNK,InChIKey=OFBQJSOFQDEBGM-UHFFFAOYSA-N
LNL,InChIKey=DTOSIQBPPRVQHS-PDBXOOCHSA-N
LNM,InChIKey=LIBDTAYIDBPBRN-LURJTMIESA-N
LNO,InChIKey=UJJHPFLWSVFLBE-YFKPBYRVSA-N
LNP,InChIKey=JMJLBCGVSMHFQK-SIDBGHOXSA-N
LNQ,InChIKey=ZUVPNXOKAPTNLU-UHFFFAOYSA-N
LNR,InChIKey=SFLSHLFXELFNJZ-QMMMGPOBSA-N
LNT,InChIKey=JUVAHRIWFDXYGV-CSMHCCOUSA-N
LNV,InChIKey=QNRRHYPPQFELSF-CNYIRLTGSA-N
LO1,InChIKey=RKILOCCSAVHHJT-UHFFFAOYSA-N
LO2,InChIKey=QKFWYOZIIUVZRC-UHFFFAOYSA-N
LO3,InChIKey=YPLVKLZVFQFTLN-NNZJXHHNSA-N
LOB,InChIKey=MXYUKLILVYORSK-QHAWAJNXSA-N
LOC,InChIKey=IAKHMKGGTNLKSZ-INIZCTEOSA-N
LOF,InChIKey=VOXXWSYKYCBWHO-QMMMGPOBSA-N
LOG,InChIKey=NJBKCLCEXIDHDR-OANDGCGGSA-N
LOI,InChIKey=XRJAKERBMMBUGR-UHFFFAOYSA-N
LOL,InChIKey=MUGBTWHZSATDPU-YFKPBYRVSA-N
LOM,InChIKey=FZWLAAWBMGSTSO-UHFFFAOYSA-N
LOP,InChIKey=FUUNMZKPCMPCHT-ILGKRYBBSA-N
LOR,InChIKey=DRTWKGBDHBOYMS-UMSGYPCISA-N
LOS,InChIKey=ITWFSSUZJVHKNH-UHFFFAOYSA-N
LOV,InChIKey=MDQDVSMXVRRCRT-DCAQKATOSA-N
LOX,InChIKey=JDBSITHMKSTORG-FLRLBIABSA-N
LP1,InChIKey=ACPDNLLISIAERE-ZYWZKTPASA-N
LP2,InChIKey=ACPDNLLISIAERE-ZYWZKTPASA-N
LP3,InChIKey=IHNKQIMGVNPMTC-RUZDIDTESA-O
LP4,InChIKey=BOSWTXXZAVRVQT-MCFFYUTHSA-N
LP5,InChIKey=HEHQDWUWJVPREQ-XQJZMFRCSA-N
LP6,InChIKey=UCDGEGRDGSSPQT-JTQLQIEISA-N
LP7,InChIKey=MTVPGFFXVTZGIM-YUMQZZPRSA-N
LP8,InChIKey=QHMJHXXRZXAFLA-UHFFFAOYSA-N
LP9,InChIKey=ZAOGVQGDYHKJCT-UHFFFAOYSA-N
LPA,InChIKey=AGBQKNBQESQNJD-SSDOTTSWSA-N
LPB,InChIKey=AGBQKNBQESQNJD-ZETCQYMHSA-N
LPC,InChIKey=VXUOFDJKYGDUJI-OAQYLSRUSA-O
LPD,InChIKey=VLJNHYLEOZPXFW-BYPYZUCNSA-N
LPE,InChIKey=XKBJVQHMEXMFDZ-AREMUKBSSA-O
LPF,InChIKey=MZNXJCZDQRNGRC-GJZGRUSLSA-N
LPG,InChIKey=DSUAJFIEKRKPEE-VKHMYHEASA-N
LPL,InChIKey=VQUMYZBNWKMCTB-WOPDTQHZSA-N
LPM,InChIKey=VLYUGYAKYZETRF-SSDOTTSWSA-N
LPN,InChIKey=RDCUZWVELSAOBC-IHLOFXLRSA-N
LPO,InChIKey=ACRSSIRQZLKXJN-NYFMKLKXSA-N
LPP,InChIKey=PORPENFLTBBHSG-MGBGTMOVSA-N
LPQ,InChIKey=MUNGQQYSICIEKG-IZLXSDGUSA-N
LPR,InChIKey=RLAWWYSOJDYHDC-BZSNNMDCSA-N
LPS,InChIKey=RPZLJDFLPRHXGM-HSALFYBXSA-N
LPT,InChIKey=QJZANKJSFCKQEM-UHFFFAOYSA-N
LPX,InChIKey=YVYMBNSKXOXSKW-FQEVSTJZSA-N
LQQ,InChIKey=AHJRHEGDXFFMBM-UHFFFAOYSA-N
LQZ,InChIKey=NNJVILVZKWQKPM-UHFFFAOYSA-N
LRB,InChIKey=DAFCMJIXFOJXLI-KBBCMHLPSA-N
LRG,InChIKey=TZTPJJNNACUQQR-FQEVSTJZSA-N
LRH,InChIKey=CJJCPDZKQKUXSS-AZGQCCRYSA-N
LRU,InChIKey=FWSSFNNZGZMHKX-UHFFFAOYSA-N
LS1,InChIKey=IKASAFLVQIJQOK-UVTDQMKNSA-N
LS2,InChIKey=GEWPSTLKJDIUHW-UHFFFAOYSA-N
LS3,InChIKey=FTQYGMLRLRXBPT-IDUWFGFVSA-N
LS4,InChIKey=BOMPRXSVSIPRDT-PTNGSMBKSA-N
LS5,InChIKey=DMCRNUMVSATRTP-LCYFTJDESA-N
LSA,InChIKey=CVHZOJJKTDOEJC-UHFFFAOYSA-N
LSB,InChIKey=PLMSSXURLNIBST-CWZDORBJSA-N
LSC,InChIKey=YAMUFBLWGFFICM-ZOGNMOHXSA-O
LSG,InChIKey=WRHOGNMBUWCIAC-UHFFFAOYSA-N
LSM,InChIKey=MEIBWTYMLPEGMV-ALYNCGSASA-N
LSO,InChIKey=VZZTXTHYLVASGB-FHXOWUIVSA-N
LSP,InChIKey=CWRILEGKIAOYKP-ZETCQYMHSA-N
LSR,InChIKey=KUEVAPFABUUVHS-AYCKBHPDSA-N
LSW,InChIKey=JXNGDSIPMBNTNL-HJOGWXRNSA-N
LT1,InChIKey=XZBXAYCCBFTQHH-UHFFFAOYSA-N
LT2,InChIKey=LXXQZMIOKXLXPT-MRVPVSSYSA-N
LT3,InChIKey=HHIJEPNAHYLKPE-RNSXUZJQSA-N
LT4,InChIKey=SFLSHLFXELFNJZ-QMMMGPOBSA-N
LT5,InChIKey=RRBRWAPWPGAJMA-QMMMGPOBSA-N
LT6,InChIKey=XFQXPLKWVDQXAD-SFHVURJKSA-N
LTA,InChIKey=YWYXVAACIALMCZ-IUCAKERBSA-N
LTC,InChIKey=PANDRCFROUDETH-PVQRVOPISA-N
LTL,InChIKey=FGPMBONEKHYAHO-UHFFFAOYSA-N
LTM,InChIKey=DLGBPZFGIMUEIM-DBRKOABJSA-N
LTN,InChIKey=JLSKPBDKNIXMBS-VIFPVBQESA-N
LTR,InChIKey=QIVBCDIJIAJPQS-VIFPVBQESA-N
LTT,InChIKey=RXRGZNYSEHTMHC-BQBZGAKWSA-N
LU,InChIKey=PSDMOPINLDTFSZ-UHFFFAOYSA-N
LU1,InChIKey=NFOSSDOJFGCEOO-DEAZYUCPSA-N
LU2,InChIKey=IQPNAANSBPBGFQ-UHFFFAOYSA-N
LUF,InChIKey=JPWPYTMXSXYUPG-XKILHPSWSA-N
LUG,InChIKey=FPDWDLAITHFTTP-UHFFFAOYSA-N
LUI,InChIKey=GODOFGUHKFCHSR-UHFFFAOYSA-N
LUM,InChIKey=ZJTJUVIJVLLGSP-UHFFFAOYSA-N
LUN,InChIKey=ABNVVKAVWJYHCL-KBMIEXCESA-N
LUO,InChIKey=VHGPQZWYIWLLDA-AWEZNQCLSA-N
LUT,InChIKey=KBPHJBAIARWVSC-NSIPBSJQSA-N
LUX,InChIKey=OXVWOOPFXSSEKV-SQYYBNMASA-N
LUZ,InChIKey=UYEUUXMDVNYCAM-UHFFFAOYSA-N
LVA,InChIKey=QLJODMDSTUBWDW-BXMDZJJMSA-N
LVG,InChIKey=RQVLGLPAZTUBKX-VKHMYHEASA-N
LVN,InChIKey=JHWQDNUTTOUUKV-DMTCNVIQSA-N
LVO,InChIKey=UKTIJASCFRNWCB-RMIBSVFLSA-N
LVS,InChIKey=RSYTXXARKSZDKY-PUHATCMVSA-N
LW4,InChIKey=OAVGBZOFDPFGPJ-UHFFFAOYSA-N
LWG,InChIKey=DJUSDFVEBBYFFL-UHFFFAOYSA-N
LWH,InChIKey=DZNFGQDAMCNMLC-AWEZNQCLSA-N
LWY,InChIKey=IIXOSEXCIQDQTO-YFKPBYRVSA-N
LX0,InChIKey=UXYOCRLZKBFANG-VLIAUNLRSA-N
LX1,InChIKey=YPXGTKHZRCDZTL-WISUUJSJSA-N
LX2,InChIKey=RHWNXOWPCIQOAH-UHFFFAOYSA-N
LX8,InChIKey=AWMHMGFGCLBSAY-SFHVURJKSA-N
